四	[連体詞]	4つの
四	[名詞]	4
四	[略号]	(音楽)基準音の7半音上の音、(移動ドで)ソの音
四之衣	[名詞]	アパータ、アープアターク、アーパターク
四之衣		ラネーメやヴェフィスの伝統的な衣服の一つ。袖があり、四枚の布を繋いで作られる。素材は綿や麻が多い。
質	[接尾辞]	～性
質論	[名詞]	究理学、物理学
«質糸»	[名詞]	チトバイ（地名）
«質糸»		発音注意。
«質糸»	[名詞]	（比喩的に）アイル共和国文化省
«質糸»		文化省および関連機関がチトバイに集中していることから。
多類質	[名詞]	多様性
値	[名詞]	数、値、点数
値	[助数詞]	～個の
値		「～番目」と紛らわしいときなどに、区別のため明示的に使う場合がある。
値日	[助数詞]	～日間
値直	[名詞]	(セッカイクの)得点板、点尺
値軸	[名詞]	(セッカイクの)点棒
値絵	[名詞]	（数量の割合や変遷などを見せるための）グラフ
値戦	[名詞]	ニーンセッカイクのゲームルールのひとつ
値木	[名詞]	ニーンセッカイクのゲームルールのひとつ
星値	[名詞]	年齢
囲値	[名詞]	部屋番号
筆値	[名詞]	画数
積値	[動詞]	数える
何値	[連体詞]	いくつの
何値言	[名詞]	いくつの言語
混	[動詞]	混ぜる、シャッフルする
混	[状態動詞]	混ざっている
混	[略号]	(音楽)基準音の5半音上の音、(移動ドで)ファの音
混混	[動詞]	混ぜる、シャッフルする
混混	[状態動詞]	ぐちゃぐちゃである、混沌としている、ごちゃごちゃとしている
混火	[動詞]	混ぜて加熱する
獣混	[名詞]	セッカイクで<span class="inline-linzklar">馬</span>【馬】と<span class="inline-linzklar">虎</span>【虎】を混同すること
花	[名詞]	花
花集	[名詞]	花束、ブーケ
花茶	[名詞]	花を煮出した茶
花輪	[名詞]	花輪、花環
天之花	[名詞]	（雅語）雪
春	[名詞]	春
春	[名詞]	イェイ（人名）
蜜	[名詞]	色の付いた食用の液体
蜜石	[名詞]	琥珀
蜜石島	[名詞]	シュケープラローシュ島（リナエスト・オルス共和国を構成する島の一つ）
牛蜜	[名詞]	牛乳
卵蜜	[名詞]	卵液
甘蜜	[名詞]	蜂蜜、甘い蜜
甘蜜虫	[名詞]	蜜蜂
圧心享蜜	[成句]	無理強いをして成果を出すこと
圧心享蜜		タムツイにおいては忌まれる発想だが、この成句を「締め切りがあると、やる気が出る」という肯定的な意味で捉える人もいる。
